"","ohi_rgn","species","rgn_typ","rgn_nam","probability"
"36428",92,"Lithognathus mormyrus","eez","Amsterdam Island and Saint Paul Island",0
"36429",96,"Lithognathus mormyrus","eez","Sierra Leone",0
"36430",97,"Lithognathus mormyrus","eez","Liberia",0
"36431",98,"Lithognathus mormyrus","eez","Togo",0
"36432",99,"Lithognathus mormyrus","eez","Benin",0
"36433",100,"Lithognathus mormyrus","eez","R_publique du Congo",0
"36434",101,"Lithognathus mormyrus","eez","Namibia",0
"36435",102,"Lithognathus mormyrus","eez","South Africa",0
"36436",103,"Lithognathus mormyrus","eez","Sao Tome and Principe",0
"36437",104,"Lithognathus mormyrus","eez","Equatorial Guinea",0
"36438",106,"Lithognathus mormyrus","eez","Ghana",0
"36439",179,"Lithognathus mormyrus","eez","France",0
"36440",180,"Lithognathus mormyrus","eez","United Kingdom",0
"36441",181,"Lithognathus mormyrus","eez","Ireland",0
"36442",182,"Lithognathus mormyrus","eez","Spain",0
"36443",183,"Lithognathus mormyrus","eez","Portugal",0
"36444",184,"Lithognathus mormyrus","eez","Italy",0
"36445",186,"Lithognathus mormyrus","eez","Montenegro",0
"36446",187,"Lithognathus mormyrus","eez","Croatia",0
"36447",188,"Lithognathus mormyrus","eez","Slovenia",0
"36448",190,"Lithognathus mormyrus","eez","Qatar",0
"36449",191,"Lithognathus mormyrus","eez","Iran",0
"36450",193,"Lithognathus mormyrus","eez","Guinea Bissau",0
"36451",194,"Lithognathus mormyrus","eez","Guinea",0
"36452",195,"Lithognathus mormyrus","eez","Ivory Coast",0
"36453",196,"Lithognathus mormyrus","eez","Nigeria",0
"36454",197,"Lithognathus mormyrus","eez","Cameroon",0
"36455",198,"Lithognathus mormyrus","eez","Gabon",0
"36456",199,"Lithognathus mormyrus","eez","Democratic Republic of the Congo",0
"36457",200,"Lithognathus mormyrus","eez","Angola",0
"36458",202,"Lithognathus mormyrus","eez","Tanzania",0
"36459",203,"Lithognathus mormyrus","eez","India",0
"36460",214,"Lithognathus mormyrus","eez","Egypt",0
"36461",228,"Lithognathus mormyrus","eez","Guernsey",0
"36462",264,"Lithognathus mormyrus","fao","Atlantic, Eastern Central",0
"36463",267,"Lithognathus mormyrus","fao","Atlantic, Southeast",0
"36464",269,"Lithognathus mormyrus","fao","Indian Ocean, Western",0
"36465",59,"Limanda limanda","eez","Belgium",0.5
"36466",141,"Limanda limanda","eez","Faeroe Islands",0.5
"36467",143,"Limanda limanda","eez","Iceland",0.5
"36468",175,"Limanda limanda","eez","Denmark",0.5
"36469",176,"Limanda limanda","eez","Germany",0.5
"36470",177,"Limanda limanda","eez","Netherlands",0.5
"36471",179,"Limanda limanda","eez","France",0.5
"36472",180,"Limanda limanda","eez","United Kingdom",0.5
"36473",181,"Limanda limanda","eez","Ireland",0.5
"36474",222,"Limanda limanda","eez","Sweden",0.5
"36475",223,"Limanda limanda","eez","Norway",0.5
"36476",228,"Limanda limanda","eez","Guernsey",0.5
"36477",262,"Limanda limanda","fao","Atlantic, Northeast",0.5
"36478",59,"Limanda limanda","eez","Belgium",0
"36479",69,"Limanda limanda","eez","Latvia",0
"36480",70,"Limanda limanda","eez","Estonia",0
"36481",73,"Limanda limanda","eez","Russia",0
"36482",141,"Limanda limanda","eez","Faeroe Islands",0
"36483",143,"Limanda limanda","eez","Iceland",0
"36484",174,"Limanda limanda","eez","Finland",0
"36485",175,"Limanda limanda","eez","Denmark",0
"36486",176,"Limanda limanda","eez","Germany",0
"36487",177,"Limanda limanda","eez","Netherlands",0
"36488",178,"Limanda limanda","eez","Poland",0
"36489",179,"Limanda limanda","eez","France",0
"36490",180,"Limanda limanda","eez","United Kingdom",0
"36491",181,"Limanda limanda","eez","Ireland",0
"36492",182,"Limanda limanda","eez","Spain",0
"36493",189,"Limanda limanda","eez","Lithuania",0
"36494",222,"Limanda limanda","eez","Sweden",0
"36495",223,"Limanda limanda","eez","Norway",0
"36496",228,"Limanda limanda","eez","Guernsey",0
"36497",262,"Limanda limanda","fao","Atlantic, Northeast",0
"36498",163,"Limanda ferruginea","eez","United States",0.5
"36499",218,"Limanda ferruginea","eez","Canada",0.5
"36500",219,"Limanda ferruginea","eez","Saint Pierre and Miquelon",0.5
"36501",261,"Limanda ferruginea","fao","Atlantic, Northwest",0.5
"36502",163,"Limanda ferruginea","eez","United States",0
"36503",218,"Limanda ferruginea","eez","Canada",0
"36504",219,"Limanda ferruginea","eez","Saint Pierre and Miquelon",0
"36505",261,"Limanda ferruginea","fao","Atlantic, Northwest",0
"36506",73,"Limanda aspera","eez","Russia",0.5
"36507",163,"Limanda aspera","eez","United States",0.5
"36508",210,"Limanda aspera","eez","Japan",0.5
"36509",218,"Limanda aspera","eez","Canada",0.5
"36510",272,"Limanda aspera","fao","Pacific, Northwest",0.5
"36511",273,"Limanda aspera","fao","Pacific, Northeast",0.5
"36512",20,"Limanda aspera","eez","South Korea",0
"36513",21,"Limanda aspera","eez","North Korea",0
"36514",73,"Limanda aspera","eez","Russia",0
"36515",163,"Limanda aspera","eez","United States",0
"36516",210,"Limanda aspera","eez","Japan",0
"36517",218,"Limanda aspera","eez","Canada",0
"36518",272,"Limanda aspera","fao","Pacific, Northwest",0
"36519",273,"Limanda aspera","fao","Pacific, Northeast",0
"36520",28,"Lichia amia","eez","Comoro Islands",0.5
"36521",29,"Lichia amia","eez","Mayotte",0.5
"36522",30,"Lichia amia","eez","Glorioso Islands",0.5
"36523",31,"Lichia amia","eez","Seychelles",0.5
"36524",33,"Lichia amia","eez","Juan de Nova Island",0.5
"36525",34,"Lichia amia","eez","Bassas da India",0.5
"36526",35,"Lichia amia","eez","Ile Europa",0.5
"36527",37,"Lichia amia","eez","Mauritius",0.5
"36528",38,"Lichia amia","eez","British Indian Ocean Territory",0.5
"36529",39,"Lichia amia","eez","Maldives",0.5
"36530",41,"Lichia amia","eez","Mozambique",0.5
"36531",42,"Lichia amia","eez","Madagascar",0.5
"36532",43,"Lichia amia","eez","Kenya",0.5
"36533",44,"Lichia amia","eez","Somalia",0.5
"36534",45,"Lichia amia","eez","Eritrea",0.5
"36535",46,"Lichia amia","eez","Djibouti",0.5
"36536",47,"Lichia amia","eez","Yemen",0.5
"36537",48,"Lichia amia","eez","Oman",0.5
"36538",49,"Lichia amia","eez","Sudan",0.5
"36539",50,"Lichia amia","eez","Saudi Arabia",0.5
"36540",51,"Lichia amia","eez","Kuwait",0.5
"36541",53,"Lichia amia","eez","Pakistan",0.5
"36542",54,"Lichia amia","eez","United Arab Emirates",0.5
"36543",55,"Lichia amia","eez","Azores",0.5
"36544",56,"Lichia amia","eez","Cape Verde",0.5
"36545",57,"Lichia amia","eez","Madeira",0.5
"36546",58,"Lichia amia","eez","Canary Islands",0.5
"36547",61,"Lichia amia","eez","Tunisia",0.5
"36548",62,"Lichia amia","eez","Morocco",0.5
"36549",63,"Lichia amia","eez","Western Sahara",0.5
"36550",64,"Lichia amia","eez","Mauritania",0.5
"36551",65,"Lichia amia","eez","Gambia",0.5
"36552",66,"Lichia amia","eez","Senegal",0.5
"36553",67,"Lichia amia","eez","Libya",0.5
"36554",68,"Lichia amia","eez","Malta",0.5
"36555",76,"Lichia amia","eez","Turkey",0.5
"36556",77,"Lichia amia","eez","Syria",0.5
"36557",78,"Lichia amia","eez","Lebanon",0.5
"36558",79,"Lichia amia","eez","Israel",0.5
"36559",80,"Lichia amia","eez","Greece",0.5
"36560",81,"Lichia amia","eez","Cyprus",0.5
"36561",82,"Lichia amia","eez","Albania",0.5
"36562",84,"Lichia amia","eez","Algeria",0.5
"36563",85,"Lichia amia","eez","Ascension",0.5
"36564",96,"Lichia amia","eez","Sierra Leone",0.5
"36565",97,"Lichia amia","eez","Liberia",0.5
"36566",98,"Lichia amia","eez","Togo",0.5
"36567",99,"Lichia amia","eez","Benin",0.5
"36568",100,"Lichia amia","eez","R_publique du Congo",0.5
"36569",101,"Lichia amia","eez","Namibia",0.5
"36570",102,"Lichia amia","eez","South Africa",0.5
"36571",103,"Lichia amia","eez","Sao Tome and Principe",0.5
"36572",104,"Lichia amia","eez","Equatorial Guinea",0.5
"36573",106,"Lichia amia","eez","Ghana",0.5
"36574",179,"Lichia amia","eez","France",0.5
"36575",182,"Lichia amia","eez","Spain",0.5
"36576",183,"Lichia amia","eez","Portugal",0.5
"36577",184,"Lichia amia","eez","Italy",0.5
"36578",186,"Lichia amia","eez","Montenegro",0.5
"36579",187,"Lichia amia","eez","Croatia",0.5
"36580",188,"Lichia amia","eez","Slovenia",0.5
"36581",191,"Lichia amia","eez","Iran",0.5
"36582",193,"Lichia amia","eez","Guinea Bissau",0.5
"36583",194,"Lichia amia","eez","Guinea",0.5
"36584",195,"Lichia amia","eez","Ivory Coast",0.5
"36585",196,"Lichia amia","eez","Nigeria",0.5
"36586",197,"Lichia amia","eez","Cameroon",0.5
"36587",198,"Lichia amia","eez","Gabon",0.5
"36588",199,"Lichia amia","eez","Democratic Republic of the Congo",0.5
"36589",200,"Lichia amia","eez","Angola",0.5
"36590",202,"Lichia amia","eez","Tanzania",0.5
"36591",203,"Lichia amia","eez","India",0.5
"36592",214,"Lichia amia","eez","Egypt",0.5
"36593",269,"Lichia amia","fao","Indian Ocean, Western",0.5
"36594",28,"Lichia amia","eez","Comoro Islands",0
"36595",29,"Lichia amia","eez","Mayotte",0
"36596",30,"Lichia amia","eez","Glorioso Islands",0
"36597",31,"Lichia amia","eez","Seychelles",0
"36598",33,"Lichia amia","eez","Juan de Nova Island",0
"36599",34,"Lichia amia","eez","Bassas da India",0
"36600",35,"Lichia amia","eez","Ile Europa",0
"36601",37,"Lichia amia","eez","Mauritius",0
"36602",38,"Lichia amia","eez","British Indian Ocean Territory",0
"36603",39,"Lichia amia","eez","Maldives",0
"36604",41,"Lichia amia","eez","Mozambique",0
"36605",42,"Lichia amia","eez","Madagascar",0
"36606",43,"Lichia amia","eez","Kenya",0
"36607",44,"Lichia amia","eez","Somalia",0
"36608",45,"Lichia amia","eez","Eritrea",0
"36609",46,"Lichia amia","eez","Djibouti",0
"36610",47,"Lichia amia","eez","Yemen",0
"36611",48,"Lichia amia","eez","Oman",0
"36612",49,"Lichia amia","eez","Sudan",0
"36613",50,"Lichia amia","eez","Saudi Arabia",0
"36614",51,"Lichia amia","eez","Kuwait",0
"36615",53,"Lichia amia","eez","Pakistan",0
"36616",54,"Lichia amia","eez","United Arab Emirates",0
"36617",55,"Lichia amia","eez","Azores",0
"36618",56,"Lichia amia","eez","Cape Verde",0
"36619",57,"Lichia amia","eez","Madeira",0
"36620",58,"Lichia amia","eez","Canary Islands",0
"36621",61,"Lichia amia","eez","Tunisia",0
"36622",62,"Lichia amia","eez","Morocco",0
"36623",63,"Lichia amia","eez","Western Sahara",0
"36624",64,"Lichia amia","eez","Mauritania",0
"36625",65,"Lichia amia","eez","Gambia",0
"36626",66,"Lichia amia","eez","Senegal",0
"36627",67,"Lichia amia","eez","Libya",0
"36628",68,"Lichia amia","eez","Malta",0
"36629",71,"Lichia amia","eez","Bulgaria",0
"36630",72,"Lichia amia","eez","Romania",0
"36631",75,"Lichia amia","eez","Ukraine",0
"36632",76,"Lichia amia","eez","Turkey",0
"36633",77,"Lichia amia","eez","Syria",0
"36634",78,"Lichia amia","eez","Lebanon",0
"36635",79,"Lichia amia","eez","Israel",0
"36636",80,"Lichia amia","eez","Greece",0
"36637",81,"Lichia amia","eez","Cyprus",0
"36638",82,"Lichia amia","eez","Albania",0
"36639",84,"Lichia amia","eez","Algeria",0
"36640",85,"Lichia amia","eez","Ascension",0
"36641",86,"Lichia amia","eez","Saint Helena",0
"36642",96,"Lichia amia","eez","Sierra Leone",0
"36643",97,"Lichia amia","eez","Liberia",0
"36644",98,"Lichia amia","eez","Togo",0
"36645",99,"Lichia amia","eez","Benin",0
"36646",100,"Lichia amia","eez","R_publique du Congo",0
"36647",101,"Lichia amia","eez","Namibia",0
"36648",102,"Lichia amia","eez","South Africa",0
"36649",103,"Lichia amia","eez","Sao Tome and Principe",0
"36650",104,"Lichia amia","eez","Equatorial Guinea",0
"36651",106,"Lichia amia","eez","Ghana",0
"36652",179,"Lichia amia","eez","France",0
"36653",182,"Lichia amia","eez","Spain",0
"36654",183,"Lichia amia","eez","Portugal",0
"36655",184,"Lichia amia","eez","Italy",0
"36656",186,"Lichia amia","eez","Montenegro",0
"36657",187,"Lichia amia","eez","Croatia",0
"36658",188,"Lichia amia","eez","Slovenia",0
"36659",190,"Lichia amia","eez","Qatar",0
"36660",191,"Lichia amia","eez","Iran",0
"36661",193,"Lichia amia","eez","Guinea Bissau",0
"36662",194,"Lichia amia","eez","Guinea",0
"36663",195,"Lichia amia","eez","Ivory Coast",0
"36664",196,"Lichia amia","eez","Nigeria",0
"36665",197,"Lichia amia","eez","Cameroon",0
"36666",198,"Lichia amia","eez","Gabon",0
"36667",199,"Lichia amia","eez","Democratic Republic of the Congo",0
"36668",200,"Lichia amia","eez","Angola",0
"36669",202,"Lichia amia","eez","Tanzania",0
"36670",203,"Lichia amia","eez","India",0
"36671",214,"Lichia amia","eez","Egypt",0
"36672",267,"Lichia amia","fao","Atlantic, Southeast",0
"36673",269,"Lichia amia","fao","Indian Ocean, Western",0
"36674",1,"Lethrinus xanthochilus","eez","Cocos Islands",0.5
"36675",2,"Lethrinus xanthochilus","eez","Christmas Island",0.5
"36676",5,"Lethrinus xanthochilus","eez","New Caledonia",0.5
"36677",6,"Lethrinus xanthochilus","eez","Vanuatu",0.5
"36678",7,"Lethrinus xanthochilus","eez","Solomon Islands",0.5
"36679",8,"Lethrinus xanthochilus","eez","Palau",0.5
"36680",9,"Lethrinus xanthochilus","eez","Micronesia",0.5
"36681",10,"Lethrinus xanthochilus","eez","Nauru",0.5
"36682",11,"Lethrinus xanthochilus","eez","Marshall Islands",0.5
"36683",12,"Lethrinus xanthochilus","eez","Wake Island",0.5
"36684",13,"Lethrinus xanthochilus","eez","Northern Mariana Islands and Guam",0.5
"36685",14,"Lethrinus xanthochilus","eez","Taiwan",0.5
"36686",15,"Lethrinus xanthochilus","eez","Philippines",0.5
"36687",16,"Lethrinus xanthochilus","eez","Australia",0.5
"36688",17,"Lethrinus xanthochilus","eez","Papua New Guinea",0.5
"36689",18,"Lethrinus xanthochilus","eez","Fiji",0.5
"36690",19,"Lethrinus xanthochilus","eez","Tuvalu",0.5
"36691",25,"Lethrinus xanthochilus","eez","Thailand",0.5
"36692",26,"Lethrinus xanthochilus","eez","Andaman and Nicobar",0.5
"36693",28,"Lethrinus xanthochilus","eez","Comoro Islands",0.5
"36694",29,"Lethrinus xanthochilus","eez","Mayotte",0.5
"36695",30,"Lethrinus xanthochilus","eez","Glorioso Islands",0.5
"36696",31,"Lethrinus xanthochilus","eez","Seychelles",0.5
"36697",32,"Lethrinus xanthochilus","eez","R_union",0.5
"36698",33,"Lethrinus xanthochilus","eez","Juan de Nova Island",0.5
"36699",34,"Lethrinus xanthochilus","eez","Bassas da India",0.5
"36700",35,"Lethrinus xanthochilus","eez","Ile Europa",0.5
"36701",36,"Lethrinus xanthochilus","eez","Ile Tromelin",0.5
"36702",37,"Lethrinus xanthochilus","eez","Mauritius",0.5
"36703",38,"Lethrinus xanthochilus","eez","British Indian Ocean Territory",0.5
"36704",39,"Lethrinus xanthochilus","eez","Maldives",0.5
"36705",40,"Lethrinus xanthochilus","eez","Sri Lanka",0.5
"36706",41,"Lethrinus xanthochilus","eez","Mozambique",0.5
"36707",42,"Lethrinus xanthochilus","eez","Madagascar",0.5
"36708",43,"Lethrinus xanthochilus","eez","Kenya",0.5
"36709",44,"Lethrinus xanthochilus","eez","Somalia",0.5
"36710",45,"Lethrinus xanthochilus","eez","Eritrea",0.5
"36711",47,"Lethrinus xanthochilus","eez","Yemen",0.5
"36712",48,"Lethrinus xanthochilus","eez","Oman",0.5
"36713",49,"Lethrinus xanthochilus","eez","Sudan",0.5
"36714",107,"Lethrinus xanthochilus","eez","Clipperton Island",0.5
"36715",129,"Lethrinus xanthochilus","eez","Panama",0.5
"36716",130,"Lethrinus xanthochilus","eez","Costa Rica",0.5
"36717",131,"Lethrinus xanthochilus","eez","Nicaragua",0.5
"36718",132,"Lethrinus xanthochilus","eez","Colombia",0.5
"36719",133,"Lethrinus xanthochilus","eez","Honduras",0.5
"36720",134,"Lethrinus xanthochilus","eez","El Salvador",0.5
"36721",135,"Lethrinus xanthochilus","eez","Mexico",0.5
"36722",136,"Lethrinus xanthochilus","eez","Guatemala",0.5
"36723",137,"Lethrinus xanthochilus","eez","Ecuador",0.5
"36724",147,"Lethrinus xanthochilus","eez","French Polynesia",0.5
"36725",148,"Lethrinus xanthochilus","eez","Line Group",0.5
"36726",149,"Lethrinus xanthochilus","eez","Jarvis Island",0.5
"36727",150,"Lethrinus xanthochilus","eez","Palmyra Atoll",0.5
"36728",151,"Lethrinus xanthochilus","eez","American Samoa",0.5
"36729",152,"Lethrinus xanthochilus","eez","Samoa",0.5
"36730",153,"Lethrinus xanthochilus","eez","Cook Islands",0.5
"36731",154,"Lethrinus xanthochilus","eez","Niue",0.5
"36732",155,"Lethrinus xanthochilus","eez","Tonga",0.5
"36733",156,"Lethrinus xanthochilus","eez","Tokelau",0.5
"36734",157,"Lethrinus xanthochilus","eez","Phoenix Group",0.5
"36735",158,"Lethrinus xanthochilus","eez","Howland Island and Baker Island",0.5
"36736",159,"Lethrinus xanthochilus","eez","Johnston Atoll",0.5
"36737",161,"Lethrinus xanthochilus","eez","Wallis and Futuna",0.5
"36738",163,"Lethrinus xanthochilus","eez","United States",0.5
"36739",202,"Lethrinus xanthochilus","eez","Tanzania",0.5
"36740",203,"Lethrinus xanthochilus","eez","India",0.5
"36741",205,"Lethrinus xanthochilus","eez","Myanmar",0.5
"36742",206,"Lethrinus xanthochilus","eez","Malaysia",0.5
"36743",207,"Lethrinus xanthochilus","eez","Vietnam",0.5
"36744",209,"Lethrinus xanthochilus","eez","China",0.5
"36745",210,"Lethrinus xanthochilus","eez","Japan",0.5
"36746",212,"Lethrinus xanthochilus","eez","Kiribati",0.5
"36747",216,"Lethrinus xanthochilus","eez","Indonesia",0.5
"36748",231,"Lethrinus xanthochilus","eez","East Timor",0.5
"36749",237,"Lethrinus xanthochilus","eez","Oecussi Ambeno",0.5
"36750",247,"Lethrinus xanthochilus","eez","Brunei",0.5
"36751",269,"Lethrinus xanthochilus","fao","Indian Ocean, Western",0.5
"36752",274,"Lethrinus xanthochilus","fao","Pacific, Western Central",0.5
"36753",1,"Lethrinus xanthochilus","eez","Cocos Islands",0
"36754",2,"Lethrinus xanthochilus","eez","Christmas Island",0
"36755",5,"Lethrinus xanthochilus","eez","New Caledonia",0
"36756",6,"Lethrinus xanthochilus","eez","Vanuatu",0
"36757",7,"Lethrinus xanthochilus","eez","Solomon Islands",0
"36758",8,"Lethrinus xanthochilus","eez","Palau",0
"36759",9,"Lethrinus xanthochilus","eez","Micronesia",0
"36760",10,"Lethrinus xanthochilus","eez","Nauru",0
"36761",11,"Lethrinus xanthochilus","eez","Marshall Islands",0
"36762",12,"Lethrinus xanthochilus","eez","Wake Island",0
"36763",13,"Lethrinus xanthochilus","eez","Northern Mariana Islands and Guam",0
"36764",14,"Lethrinus xanthochilus","eez","Taiwan",0
"36765",15,"Lethrinus xanthochilus","eez","Philippines",0
"36766",16,"Lethrinus xanthochilus","eez","Australia",0
"36767",17,"Lethrinus xanthochilus","eez","Papua New Guinea",0
"36768",18,"Lethrinus xanthochilus","eez","Fiji",0
"36769",19,"Lethrinus xanthochilus","eez","Tuvalu",0
"36770",24,"Lethrinus xanthochilus","eez","Cambodia",0
"36771",25,"Lethrinus xanthochilus","eez","Thailand",0
"36772",26,"Lethrinus xanthochilus","eez","Andaman and Nicobar",0
"36773",28,"Lethrinus xanthochilus","eez","Comoro Islands",0
"36774",29,"Lethrinus xanthochilus","eez","Mayotte",0
"36775",30,"Lethrinus xanthochilus","eez","Glorioso Islands",0
"36776",31,"Lethrinus xanthochilus","eez","Seychelles",0
"36777",32,"Lethrinus xanthochilus","eez","R_union",0
"36778",33,"Lethrinus xanthochilus","eez","Juan de Nova Island",0
"36779",34,"Lethrinus xanthochilus","eez","Bassas da India",0
"36780",35,"Lethrinus xanthochilus","eez","Ile Europa",0
"36781",36,"Lethrinus xanthochilus","eez","Ile Tromelin",0
"36782",37,"Lethrinus xanthochilus","eez","Mauritius",0
"36783",38,"Lethrinus xanthochilus","eez","British Indian Ocean Territory",0
"36784",39,"Lethrinus xanthochilus","eez","Maldives",0
"36785",40,"Lethrinus xanthochilus","eez","Sri Lanka",0
"36786",41,"Lethrinus xanthochilus","eez","Mozambique",0
"36787",42,"Lethrinus xanthochilus","eez","Madagascar",0
"36788",43,"Lethrinus xanthochilus","eez","Kenya",0
"36789",44,"Lethrinus xanthochilus","eez","Somalia",0
"36790",45,"Lethrinus xanthochilus","eez","Eritrea",0
"36791",46,"Lethrinus xanthochilus","eez","Djibouti",0
"36792",47,"Lethrinus xanthochilus","eez","Yemen",0
"36793",48,"Lethrinus xanthochilus","eez","Oman",0
"36794",49,"Lethrinus xanthochilus","eez","Sudan",0
"36795",50,"Lethrinus xanthochilus","eez","Saudi Arabia",0
"36796",53,"Lethrinus xanthochilus","eez","Pakistan",0
"36797",54,"Lethrinus xanthochilus","eez","United Arab Emirates",0
"36798",102,"Lethrinus xanthochilus","eez","South Africa",0
"36799",107,"Lethrinus xanthochilus","eez","Clipperton Island",0
"36800",129,"Lethrinus xanthochilus","eez","Panama",0
"36801",130,"Lethrinus xanthochilus","eez","Costa Rica",0
"36802",131,"Lethrinus xanthochilus","eez","Nicaragua",0
"36803",132,"Lethrinus xanthochilus","eez","Colombia",0
"36804",133,"Lethrinus xanthochilus","eez","Honduras",0
"36805",134,"Lethrinus xanthochilus","eez","El Salvador",0
"36806",135,"Lethrinus xanthochilus","eez","Mexico",0
"36807",136,"Lethrinus xanthochilus","eez","Guatemala",0
"36808",137,"Lethrinus xanthochilus","eez","Ecuador",0
"36809",146,"Lethrinus xanthochilus","eez","Pitcairn",0
"36810",147,"Lethrinus xanthochilus","eez","French Polynesia",0
"36811",148,"Lethrinus xanthochilus","eez","Line Group",0
"36812",149,"Lethrinus xanthochilus","eez","Jarvis Island",0
"36813",150,"Lethrinus xanthochilus","eez","Palmyra Atoll",0
"36814",151,"Lethrinus xanthochilus","eez","American Samoa",0
"36815",152,"Lethrinus xanthochilus","eez","Samoa",0
"36816",153,"Lethrinus xanthochilus","eez","Cook Islands",0
"36817",154,"Lethrinus xanthochilus","eez","Niue",0
"36818",155,"Lethrinus xanthochilus","eez","Tonga",0
"36819",156,"Lethrinus xanthochilus","eez","Tokelau",0
"36820",157,"Lethrinus xanthochilus","eez","Phoenix Group",0
"36821",158,"Lethrinus xanthochilus","eez","Howland Island and Baker Island",0
"36822",159,"Lethrinus xanthochilus","eez","Johnston Atoll",0
"36823",161,"Lethrinus xanthochilus","eez","Wallis and Futuna",0
"36824",163,"Lethrinus xanthochilus","eez","United States",0
"36825",191,"Lethrinus xanthochilus","eez","Iran",0
"36826",202,"Lethrinus xanthochilus","eez","Tanzania",0
"36827",203,"Lethrinus xanthochilus","eez","India",0
"36828",205,"Lethrinus xanthochilus","eez","Myanmar",0
"36829",206,"Lethrinus xanthochilus","eez","Malaysia",0
"36830",207,"Lethrinus xanthochilus","eez","Vietnam",0
"36831",209,"Lethrinus xanthochilus","eez","China",0
"36832",210,"Lethrinus xanthochilus","eez","Japan",0
"36833",212,"Lethrinus xanthochilus","eez","Kiribati",0
"36834",216,"Lethrinus xanthochilus","eez","Indonesia",0
"36835",231,"Lethrinus xanthochilus","eez","East Timor",0
"36836",237,"Lethrinus xanthochilus","eez","Oecussi Ambeno",0
"36837",247,"Lethrinus xanthochilus","eez","Brunei",0
"36838",269,"Lethrinus xanthochilus","fao","Indian Ocean, Western",0
"36839",274,"Lethrinus xanthochilus","fao","Pacific, Western Central",0
"36840",1,"Lethrinus obsoletus","eez","Cocos Islands",0.5
"36841",2,"Lethrinus obsoletus","eez","Christmas Island",0.5
"36842",5,"Lethrinus obsoletus","eez","New Caledonia",0.5
"36843",6,"Lethrinus obsoletus","eez","Vanuatu",0.5
"36844",7,"Lethrinus obsoletus","eez","Solomon Islands",0.5
"36845",8,"Lethrinus obsoletus","eez","Palau",0.5
"36846",9,"Lethrinus obsoletus","eez","Micronesia",0.5
"36847",10,"Lethrinus obsoletus","eez","Nauru",0.5
"36848",11,"Lethrinus obsoletus","eez","Marshall Islands",0.5
"36849",12,"Lethrinus obsoletus","eez","Wake Island",0.5
"36850",13,"Lethrinus obsoletus","eez","Northern Mariana Islands and Guam",0.5
"36851",14,"Lethrinus obsoletus","eez","Taiwan",0.5
"36852",15,"Lethrinus obsoletus","eez","Philippines",0.5
"36853",16,"Lethrinus obsoletus","eez","Australia",0.5
"36854",17,"Lethrinus obsoletus","eez","Papua New Guinea",0.5
"36855",18,"Lethrinus obsoletus","eez","Fiji",0.5
"36856",19,"Lethrinus obsoletus","eez","Tuvalu",0.5
"36857",25,"Lethrinus obsoletus","eez","Thailand",0.5
"36858",26,"Lethrinus obsoletus","eez","Andaman and Nicobar",0.5
"36859",28,"Lethrinus obsoletus","eez","Comoro Islands",0.5
"36860",29,"Lethrinus obsoletus","eez","Mayotte",0.5
"36861",30,"Lethrinus obsoletus","eez","Glorioso Islands",0.5
"36862",31,"Lethrinus obsoletus","eez","Seychelles",0.5
"36863",32,"Lethrinus obsoletus","eez","R_union",0.5
"36864",33,"Lethrinus obsoletus","eez","Juan de Nova Island",0.5
"36865",34,"Lethrinus obsoletus","eez","Bassas da India",0.5
"36866",35,"Lethrinus obsoletus","eez","Ile Europa",0.5
"36867",36,"Lethrinus obsoletus","eez","Ile Tromelin",0.5
"36868",37,"Lethrinus obsoletus","eez","Mauritius",0.5
"36869",38,"Lethrinus obsoletus","eez","British Indian Ocean Territory",0.5
"36870",39,"Lethrinus obsoletus","eez","Maldives",0.5
"36871",40,"Lethrinus obsoletus","eez","Sri Lanka",0.5
"36872",41,"Lethrinus obsoletus","eez","Mozambique",0.5
"36873",42,"Lethrinus obsoletus","eez","Madagascar",0.5
"36874",43,"Lethrinus obsoletus","eez","Kenya",0.5
"36875",44,"Lethrinus obsoletus","eez","Somalia",0.5
"36876",45,"Lethrinus obsoletus","eez","Eritrea",0.5
"36877",46,"Lethrinus obsoletus","eez","Djibouti",0.5
"36878",47,"Lethrinus obsoletus","eez","Yemen",0.5
"36879",48,"Lethrinus obsoletus","eez","Oman",0.5
"36880",49,"Lethrinus obsoletus","eez","Sudan",0.5
"36881",53,"Lethrinus obsoletus","eez","Pakistan",0.5
"36882",107,"Lethrinus obsoletus","eez","Clipperton Island",0.5
"36883",129,"Lethrinus obsoletus","eez","Panama",0.5
"36884",130,"Lethrinus obsoletus","eez","Costa Rica",0.5
"36885",131,"Lethrinus obsoletus","eez","Nicaragua",0.5
"36886",132,"Lethrinus obsoletus","eez","Colombia",0.5
"36887",133,"Lethrinus obsoletus","eez","Honduras",0.5
"36888",134,"Lethrinus obsoletus","eez","El Salvador",0.5
"36889",135,"Lethrinus obsoletus","eez","Mexico",0.5
"36890",136,"Lethrinus obsoletus","eez","Guatemala",0.5
"36891",137,"Lethrinus obsoletus","eez","Ecuador",0.5
"36892",147,"Lethrinus obsoletus","eez","French Polynesia",0.5
"36893",148,"Lethrinus obsoletus","eez","Line Group",0.5
"36894",149,"Lethrinus obsoletus","eez","Jarvis Island",0.5
"36895",150,"Lethrinus obsoletus","eez","Palmyra Atoll",0.5
"36896",151,"Lethrinus obsoletus","eez","American Samoa",0.5
"36897",152,"Lethrinus obsoletus","eez","Samoa",0.5
"36898",153,"Lethrinus obsoletus","eez","Cook Islands",0.5
