"","ohi_rgn","species","rgn_typ","rgn_nam","probability","FAOarea"
"50132",97,"Epinephelus goreensis","eez","Liberia",0.5,NA
"50133",98,"Epinephelus goreensis","eez","Togo",0.5,NA
"50134",99,"Epinephelus goreensis","eez","Benin",0.5,NA
"50135",100,"Epinephelus goreensis","eez","R_publique du Congo",0.5,NA
"50136",103,"Epinephelus goreensis","eez","Sao Tome and Principe",0.5,NA
"50137",104,"Epinephelus goreensis","eez","Equatorial Guinea",0.5,NA
"50138",106,"Epinephelus goreensis","eez","Ghana",0.5,NA
"50139",193,"Epinephelus goreensis","eez","Guinea Bissau",0.5,NA
"50140",194,"Epinephelus goreensis","eez","Guinea",0.5,NA
"50141",195,"Epinephelus goreensis","eez","Ivory Coast",0.5,NA
"50142",196,"Epinephelus goreensis","eez","Nigeria",0.5,NA
"50143",197,"Epinephelus goreensis","eez","Cameroon",0.5,NA
"50144",198,"Epinephelus goreensis","eez","Gabon",0.5,NA
"50145",199,"Epinephelus goreensis","eez","Democratic Republic of the Congo",0.5,NA
"50146",200,"Epinephelus goreensis","eez","Angola",0.5,NA
"50147",264,"Epinephelus goreensis","fao","Atlantic, Eastern Central",0.5,34
"50148",267,"Epinephelus goreensis","fao","Atlantic, Southeast",0.5,47
"50149",65,"Epinephelus goreensis","eez","Gambia",0,NA
"50150",66,"Epinephelus goreensis","eez","Senegal",0,NA
"50151",96,"Epinephelus goreensis","eez","Sierra Leone",0,NA
"50152",97,"Epinephelus goreensis","eez","Liberia",0,NA
"50153",98,"Epinephelus goreensis","eez","Togo",0,NA
"50154",99,"Epinephelus goreensis","eez","Benin",0,NA
"50155",100,"Epinephelus goreensis","eez","R_publique du Congo",0,NA
"50156",103,"Epinephelus goreensis","eez","Sao Tome and Principe",0,NA
"50157",104,"Epinephelus goreensis","eez","Equatorial Guinea",0,NA
"50158",106,"Epinephelus goreensis","eez","Ghana",0,NA
"50159",193,"Epinephelus goreensis","eez","Guinea Bissau",0,NA
"50160",194,"Epinephelus goreensis","eez","Guinea",0,NA
"50161",195,"Epinephelus goreensis","eez","Ivory Coast",0,NA
"50162",196,"Epinephelus goreensis","eez","Nigeria",0,NA
"50163",197,"Epinephelus goreensis","eez","Cameroon",0,NA
"50164",198,"Epinephelus goreensis","eez","Gabon",0,NA
"50165",199,"Epinephelus goreensis","eez","Democratic Republic of the Congo",0,NA
"50166",200,"Epinephelus goreensis","eez","Angola",0,NA
"50167",264,"Epinephelus goreensis","fao","Atlantic, Eastern Central",0,34
"50168",267,"Epinephelus goreensis","fao","Atlantic, Southeast",0,47
"50169",1,"Epinephelus fuscoguttatus","eez","Cocos Islands",0.5,NA
"50170",2,"Epinephelus fuscoguttatus","eez","Christmas Island",0.5,NA
"50171",5,"Epinephelus fuscoguttatus","eez","New Caledonia",0.5,NA
"50172",6,"Epinephelus fuscoguttatus","eez","Vanuatu",0.5,NA
"50173",7,"Epinephelus fuscoguttatus","eez","Solomon Islands",0.5,NA
"50174",8,"Epinephelus fuscoguttatus","eez","Palau",0.5,NA
"50175",9,"Epinephelus fuscoguttatus","eez","Micronesia",0.5,NA
"50176",10,"Epinephelus fuscoguttatus","eez","Nauru",0.5,NA
"50177",11,"Epinephelus fuscoguttatus","eez","Marshall Islands",0.5,NA
"50178",12,"Epinephelus fuscoguttatus","eez","Wake Island",0.5,NA
"50179",13,"Epinephelus fuscoguttatus","eez","Northern Mariana Islands and Guam",0.5,NA
"50180",14,"Epinephelus fuscoguttatus","eez","Taiwan",0.5,NA
"50181",15,"Epinephelus fuscoguttatus","eez","Philippines",0.5,NA
"50182",16,"Epinephelus fuscoguttatus","eez","Australia",0.5,NA
"50183",17,"Epinephelus fuscoguttatus","eez","Papua New Guinea",0.5,NA
"50184",18,"Epinephelus fuscoguttatus","eez","Fiji",0.5,NA
"50185",19,"Epinephelus fuscoguttatus","eez","Tuvalu",0.5,NA
"50186",24,"Epinephelus fuscoguttatus","eez","Cambodia",0.5,NA
"50187",25,"Epinephelus fuscoguttatus","eez","Thailand",0.5,NA
"50188",26,"Epinephelus fuscoguttatus","eez","Andaman and Nicobar",0.5,NA
"50189",28,"Epinephelus fuscoguttatus","eez","Comoro Islands",0.5,NA
"50190",29,"Epinephelus fuscoguttatus","eez","Mayotte",0.5,NA
"50191",30,"Epinephelus fuscoguttatus","eez","Glorioso Islands",0.5,NA
"50192",31,"Epinephelus fuscoguttatus","eez","Seychelles",0.5,NA
"50193",32,"Epinephelus fuscoguttatus","eez","R_union",0.5,NA
"50194",33,"Epinephelus fuscoguttatus","eez","Juan de Nova Island",0.5,NA
"50195",34,"Epinephelus fuscoguttatus","eez","Bassas da India",0.5,NA
"50196",35,"Epinephelus fuscoguttatus","eez","Ile Europa",0.5,NA
"50197",36,"Epinephelus fuscoguttatus","eez","Ile Tromelin",0.5,NA
"50198",37,"Epinephelus fuscoguttatus","eez","Mauritius",0.5,NA
"50199",38,"Epinephelus fuscoguttatus","eez","British Indian Ocean Territory",0.5,NA
"50200",39,"Epinephelus fuscoguttatus","eez","Maldives",0.5,NA
"50201",40,"Epinephelus fuscoguttatus","eez","Sri Lanka",0.5,NA
"50202",41,"Epinephelus fuscoguttatus","eez","Mozambique",0.5,NA
"50203",42,"Epinephelus fuscoguttatus","eez","Madagascar",0.5,NA
"50204",43,"Epinephelus fuscoguttatus","eez","Kenya",0.5,NA
"50205",44,"Epinephelus fuscoguttatus","eez","Somalia",0.5,NA
"50206",45,"Epinephelus fuscoguttatus","eez","Eritrea",0.5,NA
"50207",46,"Epinephelus fuscoguttatus","eez","Djibouti",0.5,NA
"50208",47,"Epinephelus fuscoguttatus","eez","Yemen",0.5,NA
"50209",48,"Epinephelus fuscoguttatus","eez","Oman",0.5,NA
"50210",49,"Epinephelus fuscoguttatus","eez","Sudan",0.5,NA
"50211",50,"Epinephelus fuscoguttatus","eez","Saudi Arabia",0.5,NA
"50212",54,"Epinephelus fuscoguttatus","eez","United Arab Emirates",0.5,NA
"50213",151,"Epinephelus fuscoguttatus","eez","American Samoa",0.5,NA
"50214",152,"Epinephelus fuscoguttatus","eez","Samoa",0.5,NA
"50215",155,"Epinephelus fuscoguttatus","eez","Tonga",0.5,NA
"50216",156,"Epinephelus fuscoguttatus","eez","Tokelau",0.5,NA
"50217",157,"Epinephelus fuscoguttatus","eez","Phoenix Group",0.5,NA
"50218",158,"Epinephelus fuscoguttatus","eez","Howland Island and Baker Island",0.5,NA
"50219",161,"Epinephelus fuscoguttatus","eez","Wallis and Futuna",0.5,NA
"50220",191,"Epinephelus fuscoguttatus","eez","Iran",0.5,NA
"50221",202,"Epinephelus fuscoguttatus","eez","Tanzania",0.5,NA
"50222",203,"Epinephelus fuscoguttatus","eez","India",0.5,NA
"50223",204,"Epinephelus fuscoguttatus","eez","Bangladesh",0.5,NA
"50224",205,"Epinephelus fuscoguttatus","eez","Myanmar",0.5,NA
"50225",206,"Epinephelus fuscoguttatus","eez","Malaysia",0.5,NA
"50226",207,"Epinephelus fuscoguttatus","eez","Vietnam",0.5,NA
"50227",209,"Epinephelus fuscoguttatus","eez","China",0.5,NA
"50228",210,"Epinephelus fuscoguttatus","eez","Japan",0.5,NA
"50229",212,"Epinephelus fuscoguttatus","eez","Kiribati",0.5,NA
"50230",214,"Epinephelus fuscoguttatus","eez","Egypt",0.5,NA
"50231",216,"Epinephelus fuscoguttatus","eez","Indonesia",0.5,NA
"50232",231,"Epinephelus fuscoguttatus","eez","East Timor",0.5,NA
"50233",237,"Epinephelus fuscoguttatus","eez","Oecussi Ambeno",0.5,NA
"50234",247,"Epinephelus fuscoguttatus","eez","Brunei",0.5,NA
"50235",269,"Epinephelus fuscoguttatus","fao","Indian Ocean, Western",0.5,51
"50236",1,"Epinephelus fuscoguttatus","eez","Cocos Islands",0,NA
"50237",2,"Epinephelus fuscoguttatus","eez","Christmas Island",0,NA
"50238",5,"Epinephelus fuscoguttatus","eez","New Caledonia",0,NA
"50239",6,"Epinephelus fuscoguttatus","eez","Vanuatu",0,NA
"50240",7,"Epinephelus fuscoguttatus","eez","Solomon Islands",0,NA
"50241",8,"Epinephelus fuscoguttatus","eez","Palau",0,NA
"50242",9,"Epinephelus fuscoguttatus","eez","Micronesia",0,NA
"50243",10,"Epinephelus fuscoguttatus","eez","Nauru",0,NA
"50244",11,"Epinephelus fuscoguttatus","eez","Marshall Islands",0,NA
"50245",12,"Epinephelus fuscoguttatus","eez","Wake Island",0,NA
"50246",13,"Epinephelus fuscoguttatus","eez","Northern Mariana Islands and Guam",0,NA
"50247",14,"Epinephelus fuscoguttatus","eez","Taiwan",0,NA
"50248",15,"Epinephelus fuscoguttatus","eez","Philippines",0,NA
"50249",16,"Epinephelus fuscoguttatus","eez","Australia",0,NA
"50250",17,"Epinephelus fuscoguttatus","eez","Papua New Guinea",0,NA
"50251",18,"Epinephelus fuscoguttatus","eez","Fiji",0,NA
"50252",19,"Epinephelus fuscoguttatus","eez","Tuvalu",0,NA
"50253",24,"Epinephelus fuscoguttatus","eez","Cambodia",0,NA
"50254",25,"Epinephelus fuscoguttatus","eez","Thailand",0,NA
"50255",26,"Epinephelus fuscoguttatus","eez","Andaman and Nicobar",0,NA
"50256",28,"Epinephelus fuscoguttatus","eez","Comoro Islands",0,NA
"50257",29,"Epinephelus fuscoguttatus","eez","Mayotte",0,NA
"50258",30,"Epinephelus fuscoguttatus","eez","Glorioso Islands",0,NA
"50259",31,"Epinephelus fuscoguttatus","eez","Seychelles",0,NA
"50260",32,"Epinephelus fuscoguttatus","eez","R_union",0,NA
"50261",33,"Epinephelus fuscoguttatus","eez","Juan de Nova Island",0,NA
"50262",34,"Epinephelus fuscoguttatus","eez","Bassas da India",0,NA
"50263",35,"Epinephelus fuscoguttatus","eez","Ile Europa",0,NA
"50264",36,"Epinephelus fuscoguttatus","eez","Ile Tromelin",0,NA
"50265",37,"Epinephelus fuscoguttatus","eez","Mauritius",0,NA
"50266",38,"Epinephelus fuscoguttatus","eez","British Indian Ocean Territory",0,NA
"50267",39,"Epinephelus fuscoguttatus","eez","Maldives",0,NA
"50268",40,"Epinephelus fuscoguttatus","eez","Sri Lanka",0,NA
"50269",41,"Epinephelus fuscoguttatus","eez","Mozambique",0,NA
"50270",42,"Epinephelus fuscoguttatus","eez","Madagascar",0,NA
"50271",43,"Epinephelus fuscoguttatus","eez","Kenya",0,NA
"50272",44,"Epinephelus fuscoguttatus","eez","Somalia",0,NA
"50273",45,"Epinephelus fuscoguttatus","eez","Eritrea",0,NA
"50274",46,"Epinephelus fuscoguttatus","eez","Djibouti",0,NA
"50275",47,"Epinephelus fuscoguttatus","eez","Yemen",0,NA
"50276",48,"Epinephelus fuscoguttatus","eez","Oman",0,NA
"50277",49,"Epinephelus fuscoguttatus","eez","Sudan",0,NA
"50278",50,"Epinephelus fuscoguttatus","eez","Saudi Arabia",0,NA
"50279",54,"Epinephelus fuscoguttatus","eez","United Arab Emirates",0,NA
"50280",151,"Epinephelus fuscoguttatus","eez","American Samoa",0,NA
"50281",152,"Epinephelus fuscoguttatus","eez","Samoa",0,NA
"50282",155,"Epinephelus fuscoguttatus","eez","Tonga",0,NA
"50283",156,"Epinephelus fuscoguttatus","eez","Tokelau",0,NA
"50284",157,"Epinephelus fuscoguttatus","eez","Phoenix Group",0,NA
"50285",158,"Epinephelus fuscoguttatus","eez","Howland Island and Baker Island",0,NA
"50286",161,"Epinephelus fuscoguttatus","eez","Wallis and Futuna",0,NA
"50287",191,"Epinephelus fuscoguttatus","eez","Iran",0,NA
"50288",202,"Epinephelus fuscoguttatus","eez","Tanzania",0,NA
"50289",203,"Epinephelus fuscoguttatus","eez","India",0,NA
"50290",204,"Epinephelus fuscoguttatus","eez","Bangladesh",0,NA
"50291",205,"Epinephelus fuscoguttatus","eez","Myanmar",0,NA
"50292",206,"Epinephelus fuscoguttatus","eez","Malaysia",0,NA
"50293",207,"Epinephelus fuscoguttatus","eez","Vietnam",0,NA
"50294",209,"Epinephelus fuscoguttatus","eez","China",0,NA
"50295",210,"Epinephelus fuscoguttatus","eez","Japan",0,NA
"50296",212,"Epinephelus fuscoguttatus","eez","Kiribati",0,NA
"50297",214,"Epinephelus fuscoguttatus","eez","Egypt",0,NA
"50298",216,"Epinephelus fuscoguttatus","eez","Indonesia",0,NA
"50299",231,"Epinephelus fuscoguttatus","eez","East Timor",0,NA
"50300",237,"Epinephelus fuscoguttatus","eez","Oecussi Ambeno",0,NA
"50301",247,"Epinephelus fuscoguttatus","eez","Brunei",0,NA
"50302",269,"Epinephelus fuscoguttatus","fao","Indian Ocean, Western",0,51
"50303",1,"Epinephelus chlorostigma","eez","Cocos Islands",0.5,NA
"50304",2,"Epinephelus chlorostigma","eez","Christmas Island",0.5,NA
"50305",3,"Epinephelus chlorostigma","eez","Norfolk Island",0.5,NA
"50306",5,"Epinephelus chlorostigma","eez","New Caledonia",0.5,NA
"50307",6,"Epinephelus chlorostigma","eez","Vanuatu",0.5,NA
"50308",7,"Epinephelus chlorostigma","eez","Solomon Islands",0.5,NA
"50309",8,"Epinephelus chlorostigma","eez","Palau",0.5,NA
"50310",9,"Epinephelus chlorostigma","eez","Micronesia",0.5,NA
"50311",10,"Epinephelus chlorostigma","eez","Nauru",0.5,NA
"50312",11,"Epinephelus chlorostigma","eez","Marshall Islands",0.5,NA
"50313",13,"Epinephelus chlorostigma","eez","Northern Mariana Islands and Guam",0.5,NA
"50314",14,"Epinephelus chlorostigma","eez","Taiwan",0.5,NA
"50315",15,"Epinephelus chlorostigma","eez","Philippines",0.5,NA
"50316",16,"Epinephelus chlorostigma","eez","Australia",0.5,NA
"50317",17,"Epinephelus chlorostigma","eez","Papua New Guinea",0.5,NA
"50318",18,"Epinephelus chlorostigma","eez","Fiji",0.5,NA
"50319",19,"Epinephelus chlorostigma","eez","Tuvalu",0.5,NA
"50320",20,"Epinephelus chlorostigma","eez","South Korea",0.5,NA
"50321",24,"Epinephelus chlorostigma","eez","Cambodia",0.5,NA
"50322",25,"Epinephelus chlorostigma","eez","Thailand",0.5,NA
"50323",26,"Epinephelus chlorostigma","eez","Andaman and Nicobar",0.5,NA
"50324",28,"Epinephelus chlorostigma","eez","Comoro Islands",0.5,NA
"50325",29,"Epinephelus chlorostigma","eez","Mayotte",0.5,NA
"50326",30,"Epinephelus chlorostigma","eez","Glorioso Islands",0.5,NA
"50327",31,"Epinephelus chlorostigma","eez","Seychelles",0.5,NA
"50328",32,"Epinephelus chlorostigma","eez","R_union",0.5,NA
"50329",33,"Epinephelus chlorostigma","eez","Juan de Nova Island",0.5,NA
"50330",34,"Epinephelus chlorostigma","eez","Bassas da India",0.5,NA
"50331",35,"Epinephelus chlorostigma","eez","Ile Europa",0.5,NA
"50332",36,"Epinephelus chlorostigma","eez","Ile Tromelin",0.5,NA
"50333",37,"Epinephelus chlorostigma","eez","Mauritius",0.5,NA
"50334",38,"Epinephelus chlorostigma","eez","British Indian Ocean Territory",0.5,NA
"50335",39,"Epinephelus chlorostigma","eez","Maldives",0.5,NA
"50336",40,"Epinephelus chlorostigma","eez","Sri Lanka",0.5,NA
"50337",41,"Epinephelus chlorostigma","eez","Mozambique",0.5,NA
"50338",42,"Epinephelus chlorostigma","eez","Madagascar",0.5,NA
"50339",43,"Epinephelus chlorostigma","eez","Kenya",0.5,NA
"50340",44,"Epinephelus chlorostigma","eez","Somalia",0.5,NA
"50341",45,"Epinephelus chlorostigma","eez","Eritrea",0.5,NA
"50342",46,"Epinephelus chlorostigma","eez","Djibouti",0.5,NA
"50343",47,"Epinephelus chlorostigma","eez","Yemen",0.5,NA
"50344",48,"Epinephelus chlorostigma","eez","Oman",0.5,NA
"50345",49,"Epinephelus chlorostigma","eez","Sudan",0.5,NA
"50346",50,"Epinephelus chlorostigma","eez","Saudi Arabia",0.5,NA
"50347",51,"Epinephelus chlorostigma","eez","Kuwait",0.5,NA
"50348",53,"Epinephelus chlorostigma","eez","Pakistan",0.5,NA
"50349",54,"Epinephelus chlorostigma","eez","United Arab Emirates",0.5,NA
"50350",102,"Epinephelus chlorostigma","eez","South Africa",0.5,NA
"50351",151,"Epinephelus chlorostigma","eez","American Samoa",0.5,NA
"50352",152,"Epinephelus chlorostigma","eez","Samoa",0.5,NA
"50353",155,"Epinephelus chlorostigma","eez","Tonga",0.5,NA
"50354",156,"Epinephelus chlorostigma","eez","Tokelau",0.5,NA
"50355",157,"Epinephelus chlorostigma","eez","Phoenix Group",0.5,NA
"50356",158,"Epinephelus chlorostigma","eez","Howland Island and Baker Island",0.5,NA
"50357",159,"Epinephelus chlorostigma","eez","Johnston Atoll",0.5,NA
"50358",161,"Epinephelus chlorostigma","eez","Wallis and Futuna",0.5,NA
"50359",162,"Epinephelus chlorostigma","eez","New Zealand",0.5,NA
"50360",163,"Epinephelus chlorostigma","eez","United States",0.5,NA
"50361",190,"Epinephelus chlorostigma","eez","Qatar",0.5,NA
"50362",191,"Epinephelus chlorostigma","eez","Iran",0.5,NA
"50363",202,"Epinephelus chlorostigma","eez","Tanzania",0.5,NA
"50364",203,"Epinephelus chlorostigma","eez","India",0.5,NA
"50365",205,"Epinephelus chlorostigma","eez","Myanmar",0.5,NA
"50366",206,"Epinephelus chlorostigma","eez","Malaysia",0.5,NA
"50367",207,"Epinephelus chlorostigma","eez","Vietnam",0.5,NA
"50368",209,"Epinephelus chlorostigma","eez","China",0.5,NA
"50369",210,"Epinephelus chlorostigma","eez","Japan",0.5,NA
"50370",212,"Epinephelus chlorostigma","eez","Kiribati",0.5,NA
"50371",214,"Epinephelus chlorostigma","eez","Egypt",0.5,NA
"50372",216,"Epinephelus chlorostigma","eez","Indonesia",0.5,NA
"50373",231,"Epinephelus chlorostigma","eez","East Timor",0.5,NA
"50374",237,"Epinephelus chlorostigma","eez","Oecussi Ambeno",0.5,NA
"50375",247,"Epinephelus chlorostigma","eez","Brunei",0.5,NA
"50376",269,"Epinephelus chlorostigma","fao","Indian Ocean, Western",0.5,51
"50377",272,"Epinephelus chlorostigma","fao","Pacific, Northwest",0.5,61
"50378",276,"Epinephelus chlorostigma","fao","Pacific, Southwest",0.5,81
"50379",1,"Epinephelus chlorostigma","eez","Cocos Islands",0,NA
"50380",2,"Epinephelus chlorostigma","eez","Christmas Island",0,NA
"50381",3,"Epinephelus chlorostigma","eez","Norfolk Island",0,NA
"50382",5,"Epinephelus chlorostigma","eez","New Caledonia",0,NA
"50383",6,"Epinephelus chlorostigma","eez","Vanuatu",0,NA
"50384",7,"Epinephelus chlorostigma","eez","Solomon Islands",0,NA
"50385",8,"Epinephelus chlorostigma","eez","Palau",0,NA
"50386",9,"Epinephelus chlorostigma","eez","Micronesia",0,NA
"50387",10,"Epinephelus chlorostigma","eez","Nauru",0,NA
"50388",11,"Epinephelus chlorostigma","eez","Marshall Islands",0,NA
"50389",13,"Epinephelus chlorostigma","eez","Northern Mariana Islands and Guam",0,NA
"50390",14,"Epinephelus chlorostigma","eez","Taiwan",0,NA
"50391",15,"Epinephelus chlorostigma","eez","Philippines",0,NA
"50392",16,"Epinephelus chlorostigma","eez","Australia",0,NA
"50393",17,"Epinephelus chlorostigma","eez","Papua New Guinea",0,NA
"50394",18,"Epinephelus chlorostigma","eez","Fiji",0,NA
"50395",19,"Epinephelus chlorostigma","eez","Tuvalu",0,NA
"50396",20,"Epinephelus chlorostigma","eez","South Korea",0,NA
"50397",24,"Epinephelus chlorostigma","eez","Cambodia",0,NA
"50398",25,"Epinephelus chlorostigma","eez","Thailand",0,NA
"50399",26,"Epinephelus chlorostigma","eez","Andaman and Nicobar",0,NA
"50400",28,"Epinephelus chlorostigma","eez","Comoro Islands",0,NA
"50401",29,"Epinephelus chlorostigma","eez","Mayotte",0,NA
"50402",30,"Epinephelus chlorostigma","eez","Glorioso Islands",0,NA
"50403",31,"Epinephelus chlorostigma","eez","Seychelles",0,NA
"50404",32,"Epinephelus chlorostigma","eez","R_union",0,NA
"50405",33,"Epinephelus chlorostigma","eez","Juan de Nova Island",0,NA
"50406",34,"Epinephelus chlorostigma","eez","Bassas da India",0,NA
"50407",35,"Epinephelus chlorostigma","eez","Ile Europa",0,NA
"50408",36,"Epinephelus chlorostigma","eez","Ile Tromelin",0,NA
"50409",37,"Epinephelus chlorostigma","eez","Mauritius",0,NA
"50410",38,"Epinephelus chlorostigma","eez","British Indian Ocean Territory",0,NA
"50411",39,"Epinephelus chlorostigma","eez","Maldives",0,NA
"50412",40,"Epinephelus chlorostigma","eez","Sri Lanka",0,NA
"50413",41,"Epinephelus chlorostigma","eez","Mozambique",0,NA
"50414",42,"Epinephelus chlorostigma","eez","Madagascar",0,NA
"50415",43,"Epinephelus chlorostigma","eez","Kenya",0,NA
"50416",44,"Epinephelus chlorostigma","eez","Somalia",0,NA
"50417",45,"Epinephelus chlorostigma","eez","Eritrea",0,NA
"50418",46,"Epinephelus chlorostigma","eez","Djibouti",0,NA
"50419",47,"Epinephelus chlorostigma","eez","Yemen",0,NA
"50420",48,"Epinephelus chlorostigma","eez","Oman",0,NA
"50421",49,"Epinephelus chlorostigma","eez","Sudan",0,NA
"50422",50,"Epinephelus chlorostigma","eez","Saudi Arabia",0,NA
"50423",51,"Epinephelus chlorostigma","eez","Kuwait",0,NA
"50424",53,"Epinephelus chlorostigma","eez","Pakistan",0,NA
"50425",54,"Epinephelus chlorostigma","eez","United Arab Emirates",0,NA
"50426",102,"Epinephelus chlorostigma","eez","South Africa",0,NA
"50427",151,"Epinephelus chlorostigma","eez","American Samoa",0,NA
"50428",152,"Epinephelus chlorostigma","eez","Samoa",0,NA
"50429",155,"Epinephelus chlorostigma","eez","Tonga",0,NA
"50430",156,"Epinephelus chlorostigma","eez","Tokelau",0,NA
"50431",157,"Epinephelus chlorostigma","eez","Phoenix Group",0,NA
"50432",158,"Epinephelus chlorostigma","eez","Howland Island and Baker Island",0,NA
"50433",159,"Epinephelus chlorostigma","eez","Johnston Atoll",0,NA
"50434",161,"Epinephelus chlorostigma","eez","Wallis and Futuna",0,NA
