"","ohi_rgn","species","rgn_typ","rgn_nam","probability","FAOarea"
"40152",262,"Lophius budegassa","fao","Atlantic, Northeast",0.5,27
"40153",57,"Lophius budegassa","eez","Madeira",0,NA
"40154",58,"Lophius budegassa","eez","Canary Islands",0,NA
"40155",61,"Lophius budegassa","eez","Tunisia",0,NA
"40156",62,"Lophius budegassa","eez","Morocco",0,NA
"40157",63,"Lophius budegassa","eez","Western Sahara",0,NA
"40158",64,"Lophius budegassa","eez","Mauritania",0,NA
"40159",65,"Lophius budegassa","eez","Gambia",0,NA
"40160",66,"Lophius budegassa","eez","Senegal",0,NA
"40161",67,"Lophius budegassa","eez","Libya",0,NA
"40162",68,"Lophius budegassa","eez","Malta",0,NA
"40163",76,"Lophius budegassa","eez","Turkey",0,NA
"40164",77,"Lophius budegassa","eez","Syria",0,NA
"40165",78,"Lophius budegassa","eez","Lebanon",0,NA
"40166",79,"Lophius budegassa","eez","Israel",0,NA
"40167",80,"Lophius budegassa","eez","Greece",0,NA
"40168",81,"Lophius budegassa","eez","Cyprus",0,NA
"40169",82,"Lophius budegassa","eez","Albania",0,NA
"40170",84,"Lophius budegassa","eez","Algeria",0,NA
"40171",175,"Lophius budegassa","eez","Denmark",0,NA
"40172",179,"Lophius budegassa","eez","France",0,NA
"40173",180,"Lophius budegassa","eez","United Kingdom",0,NA
"40174",181,"Lophius budegassa","eez","Ireland",0,NA
"40175",182,"Lophius budegassa","eez","Spain",0,NA
"40176",183,"Lophius budegassa","eez","Portugal",0,NA
"40177",184,"Lophius budegassa","eez","Italy",0,NA
"40178",186,"Lophius budegassa","eez","Montenegro",0,NA
"40179",187,"Lophius budegassa","eez","Croatia",0,NA
"40180",214,"Lophius budegassa","eez","Egypt",0,NA
"40181",223,"Lophius budegassa","eez","Norway",0,NA
"40182",262,"Lophius budegassa","fao","Atlantic, Northeast",0,27
"40183",110,"Lophius americanus","eez","Bahamas",0.5,NA
"40184",163,"Lophius americanus","eez","United States",0.5,NA
"40185",218,"Lophius americanus","eez","Canada",0.5,NA
"40186",219,"Lophius americanus","eez","Saint Pierre and Miquelon",0.5,NA
"40187",110,"Lophius americanus","eez","Bahamas",0,NA
"40188",163,"Lophius americanus","eez","United States",0,NA
"40189",218,"Lophius americanus","eez","Canada",0,NA
"40190",219,"Lophius americanus","eez","Saint Pierre and Miquelon",0,NA
"40191",57,"Liza saliens","eez","Madeira",0.5,NA
"40192",58,"Liza saliens","eez","Canary Islands",0.5,NA
"40193",61,"Liza saliens","eez","Tunisia",0.5,NA
"40194",62,"Liza saliens","eez","Morocco",0.5,NA
"40195",63,"Liza saliens","eez","Western Sahara",0.5,NA
"40196",67,"Liza saliens","eez","Libya",0.5,NA
"40197",68,"Liza saliens","eez","Malta",0.5,NA
"40198",71,"Liza saliens","eez","Bulgaria",0.5,NA
"40199",72,"Liza saliens","eez","Romania",0.5,NA
"40200",73,"Liza saliens","eez","Russia",0.5,NA
"40201",74,"Liza saliens","eez","Georgia",0.5,NA
"40202",75,"Liza saliens","eez","Ukraine",0.5,NA
"40203",76,"Liza saliens","eez","Turkey",0.5,NA
"40204",77,"Liza saliens","eez","Syria",0.5,NA
"40205",78,"Liza saliens","eez","Lebanon",0.5,NA
"40206",79,"Liza saliens","eez","Israel",0.5,NA
"40207",80,"Liza saliens","eez","Greece",0.5,NA
"40208",81,"Liza saliens","eez","Cyprus",0.5,NA
"40209",82,"Liza saliens","eez","Albania",0.5,NA
"40210",84,"Liza saliens","eez","Algeria",0.5,NA
"40211",179,"Liza saliens","eez","France",0.5,NA
"40212",180,"Liza saliens","eez","United Kingdom",0.5,NA
"40213",181,"Liza saliens","eez","Ireland",0.5,NA
"40214",182,"Liza saliens","eez","Spain",0.5,NA
"40215",183,"Liza saliens","eez","Portugal",0.5,NA
"40216",184,"Liza saliens","eez","Italy",0.5,NA
"40217",186,"Liza saliens","eez","Montenegro",0.5,NA
"40218",187,"Liza saliens","eez","Croatia",0.5,NA
"40219",188,"Liza saliens","eez","Slovenia",0.5,NA
"40220",214,"Liza saliens","eez","Egypt",0.5,NA
"40221",228,"Liza saliens","eez","Guernsey",0.5,NA
"40222",57,"Liza saliens","eez","Madeira",0,NA
"40223",58,"Liza saliens","eez","Canary Islands",0,NA
"40224",61,"Liza saliens","eez","Tunisia",0,NA
"40225",62,"Liza saliens","eez","Morocco",0,NA
"40226",63,"Liza saliens","eez","Western Sahara",0,NA
"40227",67,"Liza saliens","eez","Libya",0,NA
"40228",68,"Liza saliens","eez","Malta",0,NA
"40229",71,"Liza saliens","eez","Bulgaria",0,NA
"40230",72,"Liza saliens","eez","Romania",0,NA
"40231",73,"Liza saliens","eez","Russia",0,NA
"40232",74,"Liza saliens","eez","Georgia",0,NA
"40233",75,"Liza saliens","eez","Ukraine",0,NA
"40234",76,"Liza saliens","eez","Turkey",0,NA
"40235",77,"Liza saliens","eez","Syria",0,NA
"40236",78,"Liza saliens","eez","Lebanon",0,NA
"40237",79,"Liza saliens","eez","Israel",0,NA
"40238",80,"Liza saliens","eez","Greece",0,NA
"40239",81,"Liza saliens","eez","Cyprus",0,NA
"40240",82,"Liza saliens","eez","Albania",0,NA
"40241",84,"Liza saliens","eez","Algeria",0,NA
"40242",179,"Liza saliens","eez","France",0,NA
"40243",180,"Liza saliens","eez","United Kingdom",0,NA
"40244",181,"Liza saliens","eez","Ireland",0,NA
"40245",182,"Liza saliens","eez","Spain",0,NA
"40246",183,"Liza saliens","eez","Portugal",0,NA
"40247",184,"Liza saliens","eez","Italy",0,NA
"40248",186,"Liza saliens","eez","Montenegro",0,NA
"40249",187,"Liza saliens","eez","Croatia",0,NA
"40250",188,"Liza saliens","eez","Slovenia",0,NA
"40251",214,"Liza saliens","eez","Egypt",0,NA
"40252",228,"Liza saliens","eez","Guernsey",0,NA
"40253",55,"Liza aurata","eez","Azores",0.5,NA
"40254",57,"Liza aurata","eez","Madeira",0.5,NA
"40255",58,"Liza aurata","eez","Canary Islands",0.5,NA
"40256",59,"Liza aurata","eez","Belgium",0.5,NA
"40257",61,"Liza aurata","eez","Tunisia",0.5,NA
"40258",62,"Liza aurata","eez","Morocco",0.5,NA
"40259",63,"Liza aurata","eez","Western Sahara",0.5,NA
"40260",67,"Liza aurata","eez","Libya",0.5,NA
"40261",68,"Liza aurata","eez","Malta",0.5,NA
"40262",69,"Liza aurata","eez","Latvia",0.5,NA
"40263",70,"Liza aurata","eez","Estonia",0.5,NA
"40264",71,"Liza aurata","eez","Bulgaria",0.5,NA
"40265",72,"Liza aurata","eez","Romania",0.5,NA
"40266",73,"Liza aurata","eez","Russia",0.5,NA
"40267",74,"Liza aurata","eez","Georgia",0.5,NA
"40268",75,"Liza aurata","eez","Ukraine",0.5,NA
"40269",76,"Liza aurata","eez","Turkey",0.5,NA
"40270",77,"Liza aurata","eez","Syria",0.5,NA
"40271",78,"Liza aurata","eez","Lebanon",0.5,NA
"40272",79,"Liza aurata","eez","Israel",0.5,NA
"40273",80,"Liza aurata","eez","Greece",0.5,NA
"40274",81,"Liza aurata","eez","Cyprus",0.5,NA
"40275",82,"Liza aurata","eez","Albania",0.5,NA
"40276",84,"Liza aurata","eez","Algeria",0.5,NA
"40277",141,"Liza aurata","eez","Faeroe Islands",0.5,NA
"40278",143,"Liza aurata","eez","Iceland",0.5,NA
"40279",175,"Liza aurata","eez","Denmark",0.5,NA
"40280",176,"Liza aurata","eez","Germany",0.5,NA
"40281",177,"Liza aurata","eez","Netherlands",0.5,NA
"40282",178,"Liza aurata","eez","Poland",0.5,NA
"40283",179,"Liza aurata","eez","France",0.5,NA
"40284",180,"Liza aurata","eez","United Kingdom",0.5,NA
"40285",181,"Liza aurata","eez","Ireland",0.5,NA
"40286",182,"Liza aurata","eez","Spain",0.5,NA
"40287",183,"Liza aurata","eez","Portugal",0.5,NA
"40288",184,"Liza aurata","eez","Italy",0.5,NA
"40289",186,"Liza aurata","eez","Montenegro",0.5,NA
"40290",187,"Liza aurata","eez","Croatia",0.5,NA
"40291",188,"Liza aurata","eez","Slovenia",0.5,NA
"40292",189,"Liza aurata","eez","Lithuania",0.5,NA
"40293",214,"Liza aurata","eez","Egypt",0.5,NA
"40294",222,"Liza aurata","eez","Sweden",0.5,NA
"40295",223,"Liza aurata","eez","Norway",0.5,NA
"40296",228,"Liza aurata","eez","Guernsey",0.5,NA
"40297",262,"Liza aurata","fao","Atlantic, Northeast",0.5,27
"40298",55,"Liza aurata","eez","Azores",0,NA
"40299",57,"Liza aurata","eez","Madeira",0,NA
"40300",58,"Liza aurata","eez","Canary Islands",0,NA
"40301",59,"Liza aurata","eez","Belgium",0,NA
"40302",61,"Liza aurata","eez","Tunisia",0,NA
"40303",62,"Liza aurata","eez","Morocco",0,NA
"40304",63,"Liza aurata","eez","Western Sahara",0,NA
"40305",67,"Liza aurata","eez","Libya",0,NA
"40306",68,"Liza aurata","eez","Malta",0,NA
"40307",69,"Liza aurata","eez","Latvia",0,NA
"40308",70,"Liza aurata","eez","Estonia",0,NA
"40309",71,"Liza aurata","eez","Bulgaria",0,NA
"40310",72,"Liza aurata","eez","Romania",0,NA
"40311",73,"Liza aurata","eez","Russia",0,NA
"40312",74,"Liza aurata","eez","Georgia",0,NA
"40313",75,"Liza aurata","eez","Ukraine",0,NA
"40314",76,"Liza aurata","eez","Turkey",0,NA
"40315",77,"Liza aurata","eez","Syria",0,NA
"40316",78,"Liza aurata","eez","Lebanon",0,NA
"40317",79,"Liza aurata","eez","Israel",0,NA
"40318",80,"Liza aurata","eez","Greece",0,NA
"40319",81,"Liza aurata","eez","Cyprus",0,NA
"40320",82,"Liza aurata","eez","Albania",0,NA
"40321",84,"Liza aurata","eez","Algeria",0,NA
"40322",141,"Liza aurata","eez","Faeroe Islands",0,NA
"40323",143,"Liza aurata","eez","Iceland",0,NA
"40324",175,"Liza aurata","eez","Denmark",0,NA
"40325",176,"Liza aurata","eez","Germany",0,NA
"40326",177,"Liza aurata","eez","Netherlands",0,NA
"40327",178,"Liza aurata","eez","Poland",0,NA
"40328",179,"Liza aurata","eez","France",0,NA
"40329",180,"Liza aurata","eez","United Kingdom",0,NA
"40330",181,"Liza aurata","eez","Ireland",0,NA
"40331",182,"Liza aurata","eez","Spain",0,NA
"40332",183,"Liza aurata","eez","Portugal",0,NA
"40333",184,"Liza aurata","eez","Italy",0,NA
"40334",186,"Liza aurata","eez","Montenegro",0,NA
"40335",187,"Liza aurata","eez","Croatia",0,NA
"40336",188,"Liza aurata","eez","Slovenia",0,NA
"40337",189,"Liza aurata","eez","Lithuania",0,NA
"40338",214,"Liza aurata","eez","Egypt",0,NA
"40339",222,"Liza aurata","eez","Sweden",0,NA
"40340",223,"Liza aurata","eez","Norway",0,NA
"40341",228,"Liza aurata","eez","Guernsey",0,NA
"40342",262,"Liza aurata","fao","Atlantic, Northeast",0,27
"40343",28,"Lithognathus mormyrus","eez","Comoro Islands",0.5,NA
"40344",29,"Lithognathus mormyrus","eez","Mayotte",0.5,NA
"40345",30,"Lithognathus mormyrus","eez","Glorioso Islands",0.5,NA
"40346",31,"Lithognathus mormyrus","eez","Seychelles",0.5,NA
"40347",33,"Lithognathus mormyrus","eez","Juan de Nova Island",0.5,NA
"40348",34,"Lithognathus mormyrus","eez","Bassas da India",0.5,NA
"40349",35,"Lithognathus mormyrus","eez","Ile Europa",0.5,NA
"40350",37,"Lithognathus mormyrus","eez","Mauritius",0.5,NA
"40351",38,"Lithognathus mormyrus","eez","British Indian Ocean Territory",0.5,NA
"40352",39,"Lithognathus mormyrus","eez","Maldives",0.5,NA
"40353",41,"Lithognathus mormyrus","eez","Mozambique",0.5,NA
"40354",42,"Lithognathus mormyrus","eez","Madagascar",0.5,NA
"40355",43,"Lithognathus mormyrus","eez","Kenya",0.5,NA
"40356",44,"Lithognathus mormyrus","eez","Somalia",0.5,NA
"40357",45,"Lithognathus mormyrus","eez","Eritrea",0.5,NA
"40358",46,"Lithognathus mormyrus","eez","Djibouti",0.5,NA
"40359",47,"Lithognathus mormyrus","eez","Yemen",0.5,NA
"40360",48,"Lithognathus mormyrus","eez","Oman",0.5,NA
"40361",49,"Lithognathus mormyrus","eez","Sudan",0.5,NA
"40362",50,"Lithognathus mormyrus","eez","Saudi Arabia",0.5,NA
"40363",51,"Lithognathus mormyrus","eez","Kuwait",0.5,NA
"40364",53,"Lithognathus mormyrus","eez","Pakistan",0.5,NA
"40365",54,"Lithognathus mormyrus","eez","United Arab Emirates",0.5,NA
"40366",55,"Lithognathus mormyrus","eez","Azores",0.5,NA
"40367",56,"Lithognathus mormyrus","eez","Cape Verde",0.5,NA
"40368",57,"Lithognathus mormyrus","eez","Madeira",0.5,NA
"40369",58,"Lithognathus mormyrus","eez","Canary Islands",0.5,NA
"40370",61,"Lithognathus mormyrus","eez","Tunisia",0.5,NA
"40371",62,"Lithognathus mormyrus","eez","Morocco",0.5,NA
"40372",63,"Lithognathus mormyrus","eez","Western Sahara",0.5,NA
"40373",64,"Lithognathus mormyrus","eez","Mauritania",0.5,NA
"40374",65,"Lithognathus mormyrus","eez","Gambia",0.5,NA
"40375",66,"Lithognathus mormyrus","eez","Senegal",0.5,NA
"40376",67,"Lithognathus mormyrus","eez","Libya",0.5,NA
"40377",68,"Lithognathus mormyrus","eez","Malta",0.5,NA
"40378",71,"Lithognathus mormyrus","eez","Bulgaria",0.5,NA
"40379",72,"Lithognathus mormyrus","eez","Romania",0.5,NA
"40380",75,"Lithognathus mormyrus","eez","Ukraine",0.5,NA
"40381",76,"Lithognathus mormyrus","eez","Turkey",0.5,NA
"40382",77,"Lithognathus mormyrus","eez","Syria",0.5,NA
"40383",78,"Lithognathus mormyrus","eez","Lebanon",0.5,NA
"40384",79,"Lithognathus mormyrus","eez","Israel",0.5,NA
"40385",80,"Lithognathus mormyrus","eez","Greece",0.5,NA
"40386",81,"Lithognathus mormyrus","eez","Cyprus",0.5,NA
"40387",82,"Lithognathus mormyrus","eez","Albania",0.5,NA
"40388",84,"Lithognathus mormyrus","eez","Algeria",0.5,NA
"40389",85,"Lithognathus mormyrus","eez","Ascension",0.5,NA
"40390",86,"Lithognathus mormyrus","eez","Saint Helena",0.5,NA
"40391",88,"Lithognathus mormyrus","eez","Tristan da Cunha",0.5,NA
"40392",92,"Lithognathus mormyrus","eez","Amsterdam Island and Saint Paul Island",0.5,NA
"40393",96,"Lithognathus mormyrus","eez","Sierra Leone",0.5,NA
"40394",97,"Lithognathus mormyrus","eez","Liberia",0.5,NA
"40395",98,"Lithognathus mormyrus","eez","Togo",0.5,NA
"40396",99,"Lithognathus mormyrus","eez","Benin",0.5,NA
"40397",100,"Lithognathus mormyrus","eez","R_publique du Congo",0.5,NA
"40398",101,"Lithognathus mormyrus","eez","Namibia",0.5,NA
"40399",102,"Lithognathus mormyrus","eez","South Africa",0.5,NA
"40400",103,"Lithognathus mormyrus","eez","Sao Tome and Principe",0.5,NA
"40401",104,"Lithognathus mormyrus","eez","Equatorial Guinea",0.5,NA
"40402",106,"Lithognathus mormyrus","eez","Ghana",0.5,NA
"40403",179,"Lithognathus mormyrus","eez","France",0.5,NA
"40404",180,"Lithognathus mormyrus","eez","United Kingdom",0.5,NA
"40405",181,"Lithognathus mormyrus","eez","Ireland",0.5,NA
"40406",182,"Lithognathus mormyrus","eez","Spain",0.5,NA
"40407",183,"Lithognathus mormyrus","eez","Portugal",0.5,NA
"40408",184,"Lithognathus mormyrus","eez","Italy",0.5,NA
"40409",186,"Lithognathus mormyrus","eez","Montenegro",0.5,NA
"40410",187,"Lithognathus mormyrus","eez","Croatia",0.5,NA
"40411",188,"Lithognathus mormyrus","eez","Slovenia",0.5,NA
"40412",190,"Lithognathus mormyrus","eez","Qatar",0.5,NA
"40413",191,"Lithognathus mormyrus","eez","Iran",0.5,NA
"40414",193,"Lithognathus mormyrus","eez","Guinea Bissau",0.5,NA
"40415",194,"Lithognathus mormyrus","eez","Guinea",0.5,NA
"40416",195,"Lithognathus mormyrus","eez","Ivory Coast",0.5,NA
"40417",196,"Lithognathus mormyrus","eez","Nigeria",0.5,NA
"40418",197,"Lithognathus mormyrus","eez","Cameroon",0.5,NA
"40419",198,"Lithognathus mormyrus","eez","Gabon",0.5,NA
"40420",199,"Lithognathus mormyrus","eez","Democratic Republic of the Congo",0.5,NA
"40421",200,"Lithognathus mormyrus","eez","Angola",0.5,NA
"40422",202,"Lithognathus mormyrus","eez","Tanzania",0.5,NA
"40423",203,"Lithognathus mormyrus","eez","India",0.5,NA
"40424",214,"Lithognathus mormyrus","eez","Egypt",0.5,NA
"40425",228,"Lithognathus mormyrus","eez","Guernsey",0.5,NA
"40426",264,"Lithognathus mormyrus","fao","Atlantic, Eastern Central",0.5,34
"40427",267,"Lithognathus mormyrus","fao","Atlantic, Southeast",0.5,47
"40428",269,"Lithognathus mormyrus","fao","Indian Ocean, Western",0.5,51
"40429",28,"Lithognathus mormyrus","eez","Comoro Islands",0,NA
"40430",29,"Lithognathus mormyrus","eez","Mayotte",0,NA
"40431",30,"Lithognathus mormyrus","eez","Glorioso Islands",0,NA
"40432",31,"Lithognathus mormyrus","eez","Seychelles",0,NA
"40433",33,"Lithognathus mormyrus","eez","Juan de Nova Island",0,NA
"40434",34,"Lithognathus mormyrus","eez","Bassas da India",0,NA
"40435",35,"Lithognathus mormyrus","eez","Ile Europa",0,NA
"40436",37,"Lithognathus mormyrus","eez","Mauritius",0,NA
"40437",38,"Lithognathus mormyrus","eez","British Indian Ocean Territory",0,NA
"40438",39,"Lithognathus mormyrus","eez","Maldives",0,NA
"40439",41,"Lithognathus mormyrus","eez","Mozambique",0,NA
"40440",42,"Lithognathus mormyrus","eez","Madagascar",0,NA
"40441",43,"Lithognathus mormyrus","eez","Kenya",0,NA
"40442",44,"Lithognathus mormyrus","eez","Somalia",0,NA
"40443",45,"Lithognathus mormyrus","eez","Eritrea",0,NA
"40444",46,"Lithognathus mormyrus","eez","Djibouti",0,NA
"40445",47,"Lithognathus mormyrus","eez","Yemen",0,NA
"40446",48,"Lithognathus mormyrus","eez","Oman",0,NA
"40447",49,"Lithognathus mormyrus","eez","Sudan",0,NA
"40448",50,"Lithognathus mormyrus","eez","Saudi Arabia",0,NA
"40449",51,"Lithognathus mormyrus","eez","Kuwait",0,NA
"40450",53,"Lithognathus mormyrus","eez","Pakistan",0,NA
"40451",54,"Lithognathus mormyrus","eez","United Arab Emirates",0,NA
"40452",55,"Lithognathus mormyrus","eez","Azores",0,NA
"40453",56,"Lithognathus mormyrus","eez","Cape Verde",0,NA
"40454",57,"Lithognathus mormyrus","eez","Madeira",0,NA
"40455",58,"Lithognathus mormyrus","eez","Canary Islands",0,NA
"40456",61,"Lithognathus mormyrus","eez","Tunisia",0,NA
"40457",62,"Lithognathus mormyrus","eez","Morocco",0,NA
"40458",63,"Lithognathus mormyrus","eez","Western Sahara",0,NA
"40459",64,"Lithognathus mormyrus","eez","Mauritania",0,NA
"40460",65,"Lithognathus mormyrus","eez","Gambia",0,NA
"40461",66,"Lithognathus mormyrus","eez","Senegal",0,NA
"40462",67,"Lithognathus mormyrus","eez","Libya",0,NA
"40463",68,"Lithognathus mormyrus","eez","Malta",0,NA
"40464",71,"Lithognathus mormyrus","eez","Bulgaria",0,NA
"40465",72,"Lithognathus mormyrus","eez","Romania",0,NA
"40466",75,"Lithognathus mormyrus","eez","Ukraine",0,NA
"40467",76,"Lithognathus mormyrus","eez","Turkey",0,NA
"40468",77,"Lithognathus mormyrus","eez","Syria",0,NA
"40469",78,"Lithognathus mormyrus","eez","Lebanon",0,NA
"40470",79,"Lithognathus mormyrus","eez","Israel",0,NA
"40471",80,"Lithognathus mormyrus","eez","Greece",0,NA
"40472",81,"Lithognathus mormyrus","eez","Cyprus",0,NA
"40473",82,"Lithognathus mormyrus","eez","Albania",0,NA
"40474",84,"Lithognathus mormyrus","eez","Algeria",0,NA
"40475",85,"Lithognathus mormyrus","eez","Ascension",0,NA
"40476",86,"Lithognathus mormyrus","eez","Saint Helena",0,NA
"40477",88,"Lithognathus mormyrus","eez","Tristan da Cunha",0,NA
"40478",92,"Lithognathus mormyrus","eez","Amsterdam Island and Saint Paul Island",0,NA
"40479",96,"Lithognathus mormyrus","eez","Sierra Leone",0,NA
"40480",97,"Lithognathus mormyrus","eez","Liberia",0,NA
"40481",98,"Lithognathus mormyrus","eez","Togo",0,NA
"40482",99,"Lithognathus mormyrus","eez","Benin",0,NA
"40483",100,"Lithognathus mormyrus","eez","R_publique du Congo",0,NA
"40484",101,"Lithognathus mormyrus","eez","Namibia",0,NA
"40485",102,"Lithognathus mormyrus","eez","South Africa",0,NA
"40486",103,"Lithognathus mormyrus","eez","Sao Tome and Principe",0,NA
"40487",104,"Lithognathus mormyrus","eez","Equatorial Guinea",0,NA
"40488",106,"Lithognathus mormyrus","eez","Ghana",0,NA
"40489",179,"Lithognathus mormyrus","eez","France",0,NA
"40490",180,"Lithognathus mormyrus","eez","United Kingdom",0,NA
"40491",181,"Lithognathus mormyrus","eez","Ireland",0,NA
"40492",182,"Lithognathus mormyrus","eez","Spain",0,NA
"40493",183,"Lithognathus mormyrus","eez","Portugal",0,NA
"40494",184,"Lithognathus mormyrus","eez","Italy",0,NA
"40495",186,"Lithognathus mormyrus","eez","Montenegro",0,NA
"40496",187,"Lithognathus mormyrus","eez","Croatia",0,NA
"40497",188,"Lithognathus mormyrus","eez","Slovenia",0,NA
"40498",190,"Lithognathus mormyrus","eez","Qatar",0,NA
"40499",191,"Lithognathus mormyrus","eez","Iran",0,NA
"40500",193,"Lithognathus mormyrus","eez","Guinea Bissau",0,NA
"40501",194,"Lithognathus mormyrus","eez","Guinea",0,NA
"40502",195,"Lithognathus mormyrus","eez","Ivory Coast",0,NA
"40503",196,"Lithognathus mormyrus","eez","Nigeria",0,NA
"40504",197,"Lithognathus mormyrus","eez","Cameroon",0,NA
"40505",198,"Lithognathus mormyrus","eez","Gabon",0,NA
"40506",199,"Lithognathus mormyrus","eez","Democratic Republic of the Congo",0,NA
"40507",200,"Lithognathus mormyrus","eez","Angola",0,NA
"40508",202,"Lithognathus mormyrus","eez","Tanzania",0,NA
"40509",203,"Lithognathus mormyrus","eez","India",0,NA
"40510",214,"Lithognathus mormyrus","eez","Egypt",0,NA
"40511",228,"Lithognathus mormyrus","eez","Guernsey",0,NA
"40512",264,"Lithognathus mormyrus","fao","Atlantic, Eastern Central",0,34
"40513",267,"Lithognathus mormyrus","fao","Atlantic, Southeast",0,47
"40514",269,"Lithognathus mormyrus","fao","Indian Ocean, Western",0,51
"40515",59,"Limanda limanda","eez","Belgium",0.5,NA
"40516",69,"Limanda limanda","eez","Latvia",0.5,NA
"40517",70,"Limanda limanda","eez","Estonia",0.5,NA
"40518",73,"Limanda limanda","eez","Russia",0.5,NA
"40519",141,"Limanda limanda","eez","Faeroe Islands",0.5,NA
"40520",143,"Limanda limanda","eez","Iceland",0.5,NA
"40521",174,"Limanda limanda","eez","Finland",0.5,NA
"40522",175,"Limanda limanda","eez","Denmark",0.5,NA
"40523",176,"Limanda limanda","eez","Germany",0.5,NA
"40524",177,"Limanda limanda","eez","Netherlands",0.5,NA
"40525",178,"Limanda limanda","eez","Poland",0.5,NA
"40526",179,"Limanda limanda","eez","France",0.5,NA
"40527",180,"Limanda limanda","eez","United Kingdom",0.5,NA
"40528",181,"Limanda limanda","eez","Ireland",0.5,NA
"40529",182,"Limanda limanda","eez","Spain",0.5,NA
"40530",189,"Limanda limanda","eez","Lithuania",0.5,NA
"40531",222,"Limanda limanda","eez","Sweden",0.5,NA
"40532",223,"Limanda limanda","eez","Norway",0.5,NA
"40533",228,"Limanda limanda","eez","Guernsey",0.5,NA
"40534",262,"Limanda limanda","fao","Atlantic, Northeast",0.5,27
"40535",59,"Limanda limanda","eez","Belgium",0,NA
"40536",69,"Limanda limanda","eez","Latvia",0,NA
"40537",70,"Limanda limanda","eez","Estonia",0,NA
"40538",73,"Limanda limanda","eez","Russia",0,NA
"40539",141,"Limanda limanda","eez","Faeroe Islands",0,NA
"40540",143,"Limanda limanda","eez","Iceland",0,NA
"40541",174,"Limanda limanda","eez","Finland",0,NA
"40542",175,"Limanda limanda","eez","Denmark",0,NA
"40543",176,"Limanda limanda","eez","Germany",0,NA
"40544",177,"Limanda limanda","eez","Netherlands",0,NA
"40545",178,"Limanda limanda","eez","Poland",0,NA
"40546",179,"Limanda limanda","eez","France",0,NA
"40547",180,"Limanda limanda","eez","United Kingdom",0,NA
"40548",181,"Limanda limanda","eez","Ireland",0,NA
"40549",182,"Limanda limanda","eez","Spain",0,NA
"40550",189,"Limanda limanda","eez","Lithuania",0,NA
"40551",222,"Limanda limanda","eez","Sweden",0,NA
"40552",223,"Limanda limanda","eez","Norway",0,NA
"40553",228,"Limanda limanda","eez","Guernsey",0,NA
"40554",262,"Limanda limanda","fao","Atlantic, Northeast",0,27
"40555",163,"Limanda ferruginea","eez","United States",0.5,NA
"40556",218,"Limanda ferruginea","eez","Canada",0.5,NA
"40557",219,"Limanda ferruginea","eez","Saint Pierre and Miquelon",0.5,NA
"40558",261,"Limanda ferruginea","fao","Atlantic, Northwest",0.5,21
"40559",163,"Limanda ferruginea","eez","United States",0,NA
"40560",218,"Limanda ferruginea","eez","Canada",0,NA
"40561",219,"Limanda ferruginea","eez","Saint Pierre and Miquelon",0,NA
"40562",261,"Limanda ferruginea","fao","Atlantic, Northwest",0,21
"40563",20,"Limanda aspera","eez","South Korea",0.5,NA
"40564",21,"Limanda aspera","eez","North Korea",0.5,NA
"40565",73,"Limanda aspera","eez","Russia",0.5,NA
"40566",163,"Limanda aspera","eez","United States",0.5,NA
"40567",210,"Limanda aspera","eez","Japan",0.5,NA
"40568",218,"Limanda aspera","eez","Canada",0.5,NA
"40569",272,"Limanda aspera","fao","Pacific, Northwest",0.5,61
"40570",273,"Limanda aspera","fao","Pacific, Northeast",0.5,67
"40571",20,"Limanda aspera","eez","South Korea",0,NA
"40572",21,"Limanda aspera","eez","North Korea",0,NA
"40573",73,"Limanda aspera","eez","Russia",0,NA
"40574",163,"Limanda aspera","eez","United States",0,NA
"40575",210,"Limanda aspera","eez","Japan",0,NA
"40576",218,"Limanda aspera","eez","Canada",0,NA
"40577",272,"Limanda aspera","fao","Pacific, Northwest",0,61
"40578",273,"Limanda aspera","fao","Pacific, Northeast",0,67
"40579",28,"Lichia amia","eez","Comoro Islands",0.5,NA
"40580",29,"Lichia amia","eez","Mayotte",0.5,NA
"40581",30,"Lichia amia","eez","Glorioso Islands",0.5,NA
"40582",31,"Lichia amia","eez","Seychelles",0.5,NA
"40583",33,"Lichia amia","eez","Juan de Nova Island",0.5,NA
"40584",34,"Lichia amia","eez","Bassas da India",0.5,NA
"40585",35,"Lichia amia","eez","Ile Europa",0.5,NA
"40586",37,"Lichia amia","eez","Mauritius",0.5,NA
"40587",38,"Lichia amia","eez","British Indian Ocean Territory",0.5,NA
"40588",39,"Lichia amia","eez","Maldives",0.5,NA
"40589",41,"Lichia amia","eez","Mozambique",0.5,NA
"40590",42,"Lichia amia","eez","Madagascar",0.5,NA
"40591",43,"Lichia amia","eez","Kenya",0.5,NA
"40592",44,"Lichia amia","eez","Somalia",0.5,NA
"40593",45,"Lichia amia","eez","Eritrea",0.5,NA
"40594",46,"Lichia amia","eez","Djibouti",0.5,NA
"40595",47,"Lichia amia","eez","Yemen",0.5,NA
"40596",48,"Lichia amia","eez","Oman",0.5,NA
"40597",49,"Lichia amia","eez","Sudan",0.5,NA
"40598",50,"Lichia amia","eez","Saudi Arabia",0.5,NA
"40599",51,"Lichia amia","eez","Kuwait",0.5,NA
"40600",53,"Lichia amia","eez","Pakistan",0.5,NA
"40601",54,"Lichia amia","eez","United Arab Emirates",0.5,NA
